id,state,state_abb,state_id,county,county_id,operator,ref,name,sqft,lon,lat,type,company
1075278061,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,90065.0,-93.82631357913507,41.5398138870052,building,microsoft
1075278062,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,80538.0,-93.82866540068235,41.539670453163886,building,microsoft
1083297858,Arizona,AZ,4,Maricopa County,13,Meta,,Meta Data Center,14850970.0,-111.6303055253432,33.34359228321252,campus,meta
1088203906,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,96372.0,-77.45200064122655,39.01674414789713,building,amazon
1088203907,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,96367.0,-77.45314511765301,39.01588594875254,building,amazon
1091128478,Arizona,AZ,4,Maricopa County,13,Microsoft,PHX-11,PHX-11,248866.0,-112.3648033961419,33.40903088866142,building,microsoft
1103333136,Tennessee,TN,47,Montgomery County,125,Google,SPC1A,Google,169733.0,-87.26351478308135,36.62483034098189,building,google
1103333137,Tennessee,TN,47,Montgomery County,125,Google,Building 3,SPC3A,169748.0,-87.25902652953205,36.62430276342711,building,google
1106454555,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD143,Amazon Web Services,132491.0,-77.41749033094966,38.97955740282415,building,amazon
1124864831,Virginia,VA,51,Loudoun County,107,Microsoft,,Microsoft IAD11,242344.0,-77.5559109545917,38.94825818613084,building,microsoft
1126159710,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX63,Amazon PDX63,227376.0,-119.32052237838585,45.901449845508274,building,amazon
1126159711,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX65,Amazon PDX65,217425.0,-119.32049760712084,45.90276331956975,building,amazon
1126159714,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX67,Amazon PDX67,219900.0,-119.32048702148562,45.90385105351774,building,amazon
1126159715,Oregon,OR,41,Umatilla County,59,Amazon Web Services,PDX69,Amazon PDX69,219735.0,-119.32016656388495,45.9050943707071,building,amazon
1126774147,Missouri,MO,29,Clay County,47,Meta,,Meta Kansas City Data Center,13516765.0,-94.59555838490552,39.32235240495545,campus,meta
1126774147,Missouri,MO,29,Platte County,165,Meta,,Meta Kansas City Data Center,13516765.0,-94.59555838490552,39.32235240495545,campus,meta
1132541700,Virginia,VA,51,Henrico County,87,Meta,,Meta Henrico Data Center,604696.0,-77.22645499748526,37.47784537590615,building,meta
1134911640,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD105,AWS IAD105,214270.0,-77.51947530248223,38.747595868302135,building,amazon
1134911641,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD104,AWS IAD104,214258.0,-77.52070480173404,38.7483738354232,building,amazon
1154503131,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,150776.0,-83.1995825830434,40.10176652448264,building,amazon
1154503132,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,150211.0,-83.19947533976502,40.10076813040696,building,amazon
1154503133,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,131786.0,-83.1992604839832,40.09978650124,building,amazon
1160814413,Alabama,AL,1,Madison County,89,Meta,,Meta Huntsville Data center,578342.0,-86.6269185980179,34.847333791994075,building,meta
1160814415,Alabama,AL,1,Madison County,89,Meta,,Meta Huntsville Data center,352651.0,-86.62886566493462,34.843182229068525,building,meta
1160814416,Alabama,AL,1,Madison County,89,Meta,,Meta Huntsville Data center,857148.0,-86.62884123942305,34.84043160671047,building,meta
1161094246,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD142,Amazon Web Services,129566.0,-77.41990459458856,38.97914745231349,building,amazon
1173537116,Washington,WA,53,Douglas County,17,Microsoft,,Microsoft EAT03,235418.0,-120.20770997491816,47.41832392189266,building,microsoft
1173537117,Washington,WA,53,Douglas County,17,Microsoft,,Microsoft EAT04,234834.0,-120.21382073657306,47.419636588714944,building,microsoft
1173569101,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,250486.0,-93.86344403715006,41.534990295223466,building,microsoft
1173770902,Virginia,VA,51,Loudoun County,107,Google,ARA2,Google: Arcola 2,289889.0,-77.52742942359154,38.94182146398183,building,google
1177893426,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD603,Amazon IAD603,14733.0,-77.41935734925377,38.981546018635534,building,amazon
1178649864,Idaho,ID,16,Ada County,1,Meta,,Meta Kuna Data Center,15951730.0,-116.267507299213,43.4631412647369,campus,meta
1181391920,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD86,Amazon IAD86,150112.0,-77.49567435184785,38.91725619520494,building,amazon
1181391921,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD130,Amazon IAD130,103128.0,-77.51930184592597,38.76036060090534,building,amazon
1181391922,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD131,Amazon IAD131,104697.0,-77.51822099585065,38.76110475090396,building,amazon
1184066765,Missouri,MO,29,Clay County,47,Meta,,Meta Data Center,615937.0,-94.59806356908612,39.32265086779682,building,meta
1188680255,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD192,Amazon IAD192,132942.0,-77.4348013050765,38.989553544254186,building,amazon
1191496040,New Mexico,NM,35,Valencia County,61,Meta,4,Meta,588490.0,-106.77888911307576,34.825839640241206,building,meta
1213758201,Tennessee,TN,47,Sumner County,165,Meta,,Gallatin Data Center,17045005.0,-86.37031411803846,36.408653770477216,campus,meta
1221862807,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD106,AWS IAD106,205206.0,-77.51852812758843,38.74697497598997,building,amazon
1222007663,Ohio,OH,39,Licking County,89,Google,,Google NBY-2,138878.0,-82.76452657909626,40.05963281203005,building,google
1222134968,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD609,Amazon Web Services,14235.0,-77.52358042964754,38.94913486865636,building,amazon
1226439731,Oregon,OR,41,Morrow County,49,Amazon Web Services,PDX93,Amazon Web Services,213843.0,-119.69404769468916,45.836184457262725,building,amazon
1227612684,Virginia,VA,51,Prince William County,153,Amazon Web Services,IAD103,Amazon IAD103,141914.0,-77.50407510523524,38.73698426710412,building,amazon
1237493975,Nebraska,NE,31,Sarpy County,153,Google,,Google,292941.0,-96.1440729015135,41.13491995864724,building,google
1237494981,Nebraska,NE,31,Sarpy County,153,Google,,Google,297438.0,-96.15590606506956,41.13439327581521,building,google
1252196797,Virginia,VA,51,Fairfax County,59,Amazon Web Services,,Amazon Web Services,120946.0,-77.45247339430483,38.90434587232984,building,amazon
1252196798,Virginia,VA,51,Fairfax County,59,Amazon Web Services,,Amazon Web Services,118988.0,-77.45475996912757,38.90483706376053,building,amazon
1252196799,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,87645.0,-77.49055174718535,38.915904671232965,building,amazon
1252196800,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,13879.0,-77.49097634789652,38.91498995679571,building,amazon
1252196801,Ohio,OH,39,Licking County,89,Amazon Web Services,CMH62,Amazon Web Services CMH62,136329.0,-82.74763713445286,40.09298279215547,building,amazon
1252196802,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,214329.0,-82.7321598268788,40.09344044223075,building,amazon
1252196803,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,214261.0,-82.72755119564094,40.09215828085437,building,amazon
1252196804,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,14223.0,-82.72649053707603,40.092965346506006,building,amazon
1252196805,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,218032.0,-83.20139113655297,40.11625887855608,building,amazon
1252196806,Ohio,OH,39,Union County,159,Amazon Web Services,,,213349.0,-83.20208181892225,40.11739966334843,building,amazon
1252196807,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,13652.0,-83.20025962657277,40.11904802129847,building,amazon
1252196808,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,220580.0,-83.17546025829033,40.04935754088761,building,amazon
1252196809,Ohio,OH,39,Franklin County,49,Amazon Web Services,,,217845.0,-83.17528384542761,40.04813089818562,building,amazon
1252196810,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,14456.0,-83.17754692245403,40.04790974075581,building,amazon
1252196811,Ohio,OH,39,Licking County,89,Google,,Google NBY-3,284807.0,-82.76528495795795,40.05795740696205,building,google
1252196812,Ohio,OH,39,Franklin County,49,Google,,Google NBY-4,294201.0,-82.77177556209224,40.059342128156295,building,google
1252196813,Ohio,OH,39,Licking County,89,Meta,,Meta New Albany Data Center,608761.0,-82.75098831560908,40.06037970378648,building,meta
1252196814,Ohio,OH,39,Franklin County,49,Google,,Google,289874.0,-82.99487523065918,39.85209794675051,building,google
1252196815,Virginia,VA,51,Prince William County,153,Google,,Google,289731.0,-77.58252358239119,38.776122951150654,building,google
1252196816,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,210570.0,-119.60509631980196,45.85874996159125,building,amazon
1252196817,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,211904.0,-119.60513360298896,45.86008348238562,building,amazon
1252196818,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,216528.0,-119.6051531215301,45.8609694312574,building,amazon
1252196819,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,13765.0,-119.6517767921927,45.841481031506696,building,amazon
1252196820,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,216430.0,-119.23183081247244,45.9206369354048,building,amazon
1252196821,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,211240.0,-119.22998114838396,45.92064708433544,building,amazon
1252196822,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,216777.0,-119.361958718014,45.79777489027666,building,amazon
1252196823,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,216903.0,-119.3666580013381,45.799165042059165,building,amazon
1252196824,Ohio,OH,39,Fairfield County,45,Google,,Google,289253.0,-82.69112739236837,39.724010166114695,building,google
1252196825,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,212702.0,-77.51721534270156,38.74614581949864,building,amazon
1252196826,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,133944.0,-77.48579976531855,38.92131351222202,building,amazon
1253282099,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,14683.0,-77.47107161222901,38.99509407061763,building,amazon
1253282100,Nebraska,NE,31,Sarpy County,153,Meta,,Meta Sarpy Data center,628560.0,-96.13289444072416,41.123572980157554,building,meta
1253282101,Nebraska,NE,31,Sarpy County,153,Meta,,Meta Sarpy Data center,625288.0,-96.1428365153122,41.11432923797791,building,meta
1253282102,Nebraska,NE,31,Sarpy County,153,Meta,,Meta Sarpy Data center,286253.0,-96.14155463388816,41.11216327459793,building,meta
1253282103,Iowa,IA,19,Polk County,153,Meta,,Meta,493366.0,-93.50965654880696,41.67557150002093,building,meta
1253282104,Iowa,IA,19,Polk County,153,Meta,,Meta,601076.0,-93.50603124097204,41.67582283535729,building,meta
1276518679,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD214,Amazon IAD214,113421.0,-77.435175737807,38.986526005508,building,amazon
1280340212,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,13569.0,-77.5202261632775,38.94736148494224,building,amazon
1280340213,Virginia,VA,51,Loudoun County,107,Amazon Web Services,,Amazon Web Services,14079.0,-77.41752673157097,38.98357495375973,building,amazon
1280340214,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,129225.0,-77.6221271999352,38.80289734729966,building,amazon
1280340215,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,14507.0,-77.53309395336687,38.7451198113642,building,amazon
1280340216,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,14389.0,-77.65433143122239,38.81459760122616,building,amazon
1280340217,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,149332.0,-77.65215913005484,38.81696824406837,building,amazon
1280344148,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,233609.0,-83.21583366417357,40.13418977024933,building,amazon
1280344149,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,225421.0,-119.22880463589556,45.92059672458088,building,amazon
1280344150,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,217375.0,-119.2270042542206,45.920560005801455,building,amazon
1280344151,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,16064.0,-119.22609033042734,45.919515285726376,building,amazon
1280344153,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,218698.0,-119.3416517837596,45.88251750222229,building,amazon
1280344154,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,211930.0,-119.60511168543223,45.86225295877379,building,amazon
1280344155,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,12811.0,-119.60487161226038,45.85803760730771,building,amazon
1280344156,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,13923.0,-119.65130207689772,45.840670297393935,building,amazon
1280344157,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,212775.0,-119.63208588156591,45.81993095962179,building,amazon
1281982556,Ohio,OH,39,Franklin County,49,Google,,"Google Lockbourne, OH",11463730.0,-82.99616096097107,39.84875267736796,campus,google
1283734104,Arizona,AZ,4,Maricopa County,13,Microsoft,,Microsoft,238581.0,-112.37391953991316,33.44634015387983,building,microsoft
1287260553,Virginia,VA,51,Prince William County,153,Google,,Google,289621.0,-77.58562711780785,38.7744165289811,building,google
1287260554,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,127010.0,-77.62121027768342,38.80185736221658,building,amazon
1287260555,Virginia,VA,51,Prince William County,153,Amazon Web Services,,Amazon Web Services,130170.0,-77.62048061962223,38.80125678726276,building,amazon
1287260560,Iowa,IA,19,Pottawattamie County,155,Google,,Google,294718.0,-95.79220329121615,41.17359488843065,building,google
1287260561,Iowa,IA,19,Pottawattamie County,155,Google,,Google,296835.0,-95.78867836937772,41.17359750472643,building,google
1294595615,Tennessee,TN,47,Sumner County,165,Meta,,Meta Gallatin Data Center,626571.0,-86.36966140352041,36.41186544511472,building,meta
1312295357,South Carolina,SC,45,Aiken County,3,Meta,,Meta Aiken Data Center,3608146.0,-81.84262698059472,33.642273149086826,campus,meta
1312792611,Illinois,IL,17,DeKalb County,37,Meta,,,568454.0,-88.72185807435966,41.88853040860736,building,meta
1312792612,Illinois,IL,17,DeKalb County,37,Meta,,,568442.0,-88.73105377072714,41.88928381978822,building,meta
1312792613,Illinois,IL,17,DeKalb County,37,Meta,,,320184.0,-88.72635519613044,41.89027497092366,building,meta
1312795639,Tennessee,TN,47,Sumner County,165,Meta,,Meta Gallatin Data Center,626568.0,-86.3660125010422,36.41135065140836,building,meta
1312795640,Tennessee,TN,47,Sumner County,165,Meta,,Meta Gallatin Data Center,626683.0,-86.36660783519794,36.40604868216981,building,meta
1312801354,Nebraska,NE,31,Sarpy County,153,Google,,Google,297414.0,-96.15143114556096,41.1379099302681,building,google
1318322071,Iowa,IA,19,Warren County,181,Microsoft,,Microsoft,247197.0,-93.78705539830352,41.49580619609169,building,microsoft
1318322073,Iowa,IA,19,Warren County,181,Microsoft,,Microsoft,247201.0,-93.7870205983035,41.49474989609202,building,microsoft
1333289545,Minnesota,MN,27,Dakota County,37,Meta,,Meta Rosemount Data Center,10334558.0,-93.06262672085371,44.73502983558099,campus,meta
1340746574,New Mexico,NM,35,Valencia County,61,Meta,5,Meta,588461.0,-106.78246827061648,34.825823197722954,building,meta
1374895921,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,218723.0,-119.34163563129184,45.87953253861672,building,amazon
1374895922,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,218708.0,-119.3396900641125,45.88252484149941,building,amazon
1375475071,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,250490.0,-93.86343863715008,41.53391629522377,building,microsoft
1375475072,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,250494.0,-93.86346169206516,41.53283774495582,building,microsoft
1375475073,Iowa,IA,19,Dallas County,49,Microsoft,,Microsoft,250498.0,-93.86344214206296,41.53181414495484,building,microsoft
1386016627,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,213519.0,-82.75012924483033,40.10242869167073,building,amazon
1386016628,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,125656.0,-82.75191229497905,40.10197816995511,building,amazon
1386016629,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,213118.0,-82.73211149672552,40.09421858757698,building,amazon
1386016630,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,72426.0,-82.72928126568107,40.09437825776618,building,amazon
1386016631,Ohio,OH,39,Licking County,89,Amazon Web Services,,Amazon Web Services,211441.0,-82.73200435141196,40.0955017340038,building,amazon
1386016632,Ohio,OH,39,Franklin County,49,Google,,Google NBY-5,287008.0,-82.772048580204,40.05652000741912,building,google
1386016633,Ohio,OH,39,Franklin County,49,Google,,Google NBY-6,287583.0,-82.76761078944944,40.05392734996134,building,google
1386016633,Ohio,OH,39,Licking County,89,Google,,Google NBY-6,287583.0,-82.76761078944944,40.05392734996134,building,google
1386016634,Ohio,OH,39,Licking County,89,Meta,,Meta,365548.0,-82.74054460541299,40.06149628180154,building,meta
1386016635,Ohio,OH,39,Licking County,89,Meta,,Meta,304109.0,-82.74114938512078,40.065239403615855,building,meta
1386016636,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,210421.0,-83.21264447651147,40.13579696334773,building,amazon
1386016637,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,156855.0,-83.19930886076622,40.12007223395813,building,amazon
1386016638,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,211969.0,-83.20321748466178,40.11930148042772,building,amazon
1386016639,Ohio,OH,39,Union County,159,Amazon Web Services,,Amazon Web Services,216190.0,-83.20252284370741,40.11811210088951,building,amazon
1386016640,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,214085.0,-83.17552394889911,40.05017566216084,building,amazon
1386016641,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,211155.0,-83.17571627041164,40.05152799488423,building,amazon
1386016642,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,212842.0,-83.12585830529049,40.01641808152992,building,amazon
1386016643,Ohio,OH,39,Franklin County,49,Amazon Web Services,,Amazon Web Services,217920.0,-83.12602357320513,40.02101728573019,building,amazon
1386017490,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,214042.0,-119.61966295645044,45.85173142305967,building,amazon
1386017491,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,210337.0,-119.61968497991585,45.85310039256019,building,amazon
1386017492,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,210662.0,-119.63200543136976,45.81870682167566,building,amazon
1386017493,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,215555.0,-119.63626874113692,45.8186963213564,building,amazon
1386017494,Oregon,OR,41,Morrow County,49,Amazon Web Services,,Amazon Web Services,209033.0,-119.6362869627198,45.8199565841208,building,amazon
1386017495,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,211502.0,-119.26861513231998,45.80963737114029,building,amazon
1386017496,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,212806.0,-119.26861305271856,45.80827344729872,building,amazon
1386017497,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,215405.0,-119.36173272155504,45.79902106441417,building,amazon
1386017498,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,13837.0,-119.35844453136586,45.799686801643226,building,amazon
1386017499,Oregon,OR,41,Umatilla County,59,Amazon Web Services,,Amazon Web Services,13867.0,-119.3589196247444,45.79773907760564,building,amazon
1386017500,Wyoming,WY,56,Laramie County,21,Microsoft,,CYS41 Datacenter,46211.0,-104.89701277770264,41.12439345701424,building,microsoft
1386017501,Wyoming,WY,56,Laramie County,21,Microsoft,,CYS42 Datacenter,60368.0,-104.90891013785874,41.12538272388359,building,microsoft
1422101108,Nebraska,NE,31,Douglas County,55,Google,,Google,290161.0,-96.08466909067688,41.33914158417576,building,google
1422101112,Nebraska,NE,31,Douglas County,55,Google,,Google,290130.0,-96.08771931019496,41.34193880105854,building,google
1422101116,Nebraska,NE,31,Douglas County,55,Google,,Google,290105.0,-96.0935333091696,41.345162392266765,building,google
1426525184,Texas,TX,48,Ellis County,139,Google,,Google,288830.0,-96.79316889732078,32.5389942949367,building,google
1427613543,Ohio,OH,39,Licking County,89,Google,,Google NBY-7,175532.0,-82.7644472443362,40.05393985497952,building,google
1429883881,Washington,WA,53,Grant County,25,Microsoft,,Microsoft,143441.0,-119.88741175976487,47.23859240981344,building,microsoft
1447029365,Virginia,VA,51,Prince William County,153,Microsoft,2,Microsoft Data Center 2,247070.0,-77.58337970648039,38.79995610690815,building,microsoft
1453996659,Wisconsin,WI,55,Dodge County,27,Meta,,Meta Beaver Dam Data Center,18261491.0,-88.81652212808933,43.510374241426895,campus,meta
1455907959,Wyoming,WY,56,Laramie County,21,Meta,,Meta Cheyenne Data Center,11352010.0,-104.82549757192864,41.0779035259037,campus,meta
1458626323,Texas,TX,48,Ellis County,139,Google,,Google,282284.0,-97.06091510587594,32.44011676786547,building,google
1460861317,Texas,TX,48,Bexar County,29,Amazon Web Services,,Amazon AWS SAT - 12807 Donop,110391.0,-98.39162546590184,29.29300517623084,building,amazon
1464257783,Virginia,VA,51,Prince William County,153,Google,,Google,289592.0,-77.58633953014488,38.779293094525954,building,google
1470261550,Tennessee,TN,47,Montgomery County,125,Google,Building 3,SPC4A,169749.0,-87.25691732953204,36.62405506342714,building,google
518921099,Arizona,AZ,4,Maricopa County,13,Google,,Google Data Center,7905597.0,-111.67591118204945,33.35397593532737,campus,google
844391357,Ohio,OH,39,Franklin County,49,Google,,Google Data Center,22688090.0,-82.76621082766692,40.05820687502756,campus,google
844391357,Ohio,OH,39,Licking County,89,Google,,Google Data Center,22688090.0,-82.76621082766692,40.05820687502756,campus,google
897226569,Virginia,VA,51,Loudoun County,107,Microsoft,,Microsoft Data Center,1575278.0,-77.5594854254625,38.949312045394976,campus,microsoft
4879481820,Georgia,GA,13,Fulton County,121,Google,,Google Fiber,,-84.3668585,33.77156769999996,point,google
9092482804,Virginia,VA,51,Loudoun County,107,Amazon Web Services,IAD69,Amazon Web Services IAD69,,-77.4146998,39.02548510000001,point,amazon
10014176940,Puerto Rico,PR,72,Guaynabo Municipio,61,Microsoft,,Microsoft,,-66.10898950000002,18.41743590000001,point,microsoft
